course_name,course_id,learning_path_name,level_name,tutorial_list,hours_to_study,combined_text_for_model
Architecting on AWS (Membangun Arsitektur Cloud di AWS),13,['Back-End Developer JavaScript'],Menengah,"['Knowledge Check : Jaringan di AWS - Bagian 1 : Amazon VPC, Keamanan Jaringan di Cloud, dan Latihan Membuat VPC', 'Kasus Penggunaan Amazon S3', 'Edge Caching dengan Amazon CloudFront', 'Hands-on Lab: Membuat Virtual Private Cloud', 'Strategi untuk Caching Database', 'AWS CloudTrail', 'Mekanisme Belajar', 'Hands-on Lab: Implementasi Arsitektur Serverless dengan AWS Managed Services - Membuat Lambda function 1, S3 bucket, dan DynamoDB table', 'Pengantar ke Menambahkan Lapisan Database', 'Strategi Recovery', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Menambahkan S3 Bucket', 'Konsep Jaringan di AWS', 'Ikhtisar', 'EC2 Dedicated Instance & Host', 'Layanan Container', 'EC2 Image Builder', 'Amazon Cognito', 'AWS Step Functions', 'Hands-on Lab: Membangun Arsitektur yang Highly Available (Sangat Tersedia) - Membuat Load Balancer', 'AWS Global Infrastructure', 'Pengantar ke Automasi', 'Ujian Akhir', 'Multi-Region High Availability dan DNS', 'Hands-on Lab: Hosting Website Statis', 'Pengantar ke Arsitektur Microservices dan Serverless', 'Knowledge Check : Membangun Decoupled Architecture', 'Pengenalan AWS', 'AWS OpsWorks', 'Hands-on Lab: Deploy Aplikasi Web di AWS', 'Praktik Terbaik untuk Mempersiapkan Disaster Recovery', 'Virtual Private Gateway', 'Versioning di Amazon S3', 'Arsitektur AWS Cloud: Web Hosting', 'VPC Flow Logs', 'Forum Diskusi', 'Hands-on Lab: Implementasi Arsitektur Serverless dengan AWS Managed Services - Membuat SNS topic dan Lambda function 2', 'Pertimbangan dalam Mendesain Database', 'Elastisitas', 'Arsitektur Berskala Besar', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Menghapus Stack', 'Amazon Virtual Private Cloud (VPC)', 'Pengantar ke Caching', 'Pertimbangan Arsitektural', 'Menjadi Serverless', 'Amazon EBS', 'AWS Account Organization', 'Hands-on Lab: Membangun Arsitektur yang High Available (Sangat Tersedia) - Meluncurkan Auto Scaling', 'Automasi Infrastruktur', 'Knowledge Check : Pendahuluan', 'Knowledge Check : Jaringan di AWS - Bagian 2 : AWS VPN, AWS Direct Connect, VPC Peering, AWS Transit Gateway, Load Balancing, dan Amazon Route 53', 'Simulasi Ujian AWS Certified Solution Architect - Associate', 'Pengantar ke AWS Identity and Access Management (IAM)', 'Amazon ECS', 'Knowledge Check : Menambahkan Lapisan Database', 'AWS Well-Architected Framework', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Deploy VPC', 'Hands-on Lab: Deploy Aplikasi Web di AWS - Membuat VPC', 'AWS Direct Connect (DX)', 'Memindahkan Data ke Amazon S3', 'Knowledge Check : Caching', 'Pengantar ke Jaringan di AWS', 'Pengantar ke Membangun Decoupled Architecture', 'Auto Scaling (Penyesuaian Kapasitas secara Otomatis)', 'Glosarium', 'Hands-on Lab: Implementasi Arsitektur Serverless dengan AWS Managed Services - Uji Coba', 'Database Relasional dan Nonrelasional', 'Pemantauan', 'Hands-on Lab: Membangun Arsitektur yang High Available (Sangat Tersedia) - Pengujian', 'Knowledge Check : Automasi', 'Subnets', 'Caching di AWS', 'Knowledge Check : Menambahkan Lapisan Komputasi', 'AWS CloudFormation', 'Amazon EFS', 'Pengantar ke RTO/RPO dan Backup Recovery Setup', 'Hands-on Lab: Deploy Aplikasi Web di AWS - Membuat DB instance', 'Automasi Deployment', 'Amazon S3 Analytics dan Insights', 'Knowledge Check : AWS Identity and Access Management (IAM)', 'Pengantar ke Menambahkan Lapisan Komputasi', 'Knowledge Check : Pengoptimalan dan Ringkasan', 'IAM Users dan Groups', 'AWS Fargate', 'Jenis-Jenis Amazon VPC', 'Lima Pilar AWS Well-Architected Framework', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Deploy Aplikasi Web dan Infrastruktur', 'Pengantar ke Pengoptimalan dan Ringkasan', 'Menghubungkan VPC', 'Perbandingan Amazon S3 dan Glacier', 'Manfaatkan Model Penetapan Harga di Amazon EC2', 'Menghubungkan Jaringan', 'Decoupling Arsitektur Anda dengan Amazon SQS', 'Scaling Database (Penyesuaian Kapasitas pada Database)', 'Daftar Referensi', 'Knowledge Check : Arsitektur Microservices dan Serverless', 'Layanan Database AWS', 'AWS Cost Explorer', 'Knowledge Check : RTO/RPO dan Backup Recovery Setup', 'Pengantar ke Arsitektur Tersederhana', 'Tinjauan Caching', 'Gateways', 'Caching Web Tier', 'Amazon CloudWatch', 'Hands-on Lab: Implementasi Arsitektur Serverless dengan AWS Managed Services', 'Amazon FSx', 'Pengantar ke Elastisitas, Ketersediaan Tinggi, dan Pemantauan', 'Perencanaan Disaster Recovery', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Menguji Aplikasi Web', 'Hands-on Lab: Deploy Aplikasi Web di AWS - Membuat EC2 instance', 'Opsi Automasi yang Lebih Mudah', 'Knowledge Check : Arsitektur Tersederhana', 'Alasan Melakukan Automasi', 'Amazon EC2', 'Amazon S3 Glacier', 'Policy dan Permission', 'AWS Lambda', 'Hands-on Lab: Membuat Virtual Private Cloud - Membuat VPC A', 'AWS Well-Architected Tools', 'Hal-Hal yang Perlu Dipikirkan', 'AWS Transit Gateway', 'Memilih AWS Regions untuk Arsitektur Anda', 'Mengubah Arsitektur Menjadi Lebih Tangguh', 'Load Balancing (Penyeimbang Beban)', 'Decoupling Arsitektur Anda dengan Amazon SNS', 'Knowledge Check : Elastisitas, Ketersediaan Tinggi, dan Pemantauan', 'Pengantar Kelas', 'AWS Quick Starts', 'Opsi Database di AWS', 'Hands-on Lab: Membangun Arsitektur yang Highly Available (Sangat Tersedia)', 'Hands-on Lab: Membuat Virtual Private Cloud - Membuat VPC B, Meluncurkan EC2 Instance, dan Membangun VPC Peering', 'Pengenalan Amazon S3', 'Web Caching', 'Keamanan Jaringan', 'Database Caching', 'Cara Amazon CloudWatch Merespons', 'Persetujuan Hak Cipta', 'Hands-on Lab: Implementasi Arsitektur Serverless dengan AWS Managed Services - Membuat IAM Role', 'Layanan AWS untuk Disaster Recovery', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation - Mengulas CloudFormation Template', 'Hands-on Lab: Automasi Proses Deploy Infrastruktur dengan AWS CloudFormation', 'Jenis Harga EC2 Instance', 'Arsitektur Microservices', 'Amazon Machine Images', 'Rangkuman Kelas', 'Federated Identity Management (Manajemen Identitas Gabungan)', 'Amazon API Gateway', 'Hands-on Lab: Membuat Virtual Private Cloud - Meluncurkan EC2 Instance di VPC A', 'AWS Well-Architected Labs', 'Ubah Arsitektur Tightly Coupled Menjadi Loosely Coupled', 'VPC Endpoints', 'Hands-on Lab: Membuat Akun AWS', 'Praktik Terbaik untuk Membuat Sistem di AWS', 'High Availability (Ketersediaan Tinggi)', 'Amazon MQ', 'Pengantar ke Architecting on AWS', 'AWS Systems Manager', 'AWS Database Migration Service']",40,"architecting on aws (membangun arsitektur cloud di aws) back-end developer javascript menengah knowledge check : jaringan di aws - bagian 1 : amazon vpc, keamanan jaringan di cloud, dan latihan membuat vpc kasus penggunaan amazon s3 edge caching dengan amazon cloudfront hands-on lab: membuat virtual private cloud strategi untuk caching database aws cloudtrail mekanisme belajar hands-on lab: implementasi arsitektur serverless dengan aws managed services - membuat lambda function 1, s3 bucket, dan dynamodb table pengantar ke menambahkan lapisan database strategi recovery hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - menambahkan s3 bucket konsep jaringan di aws ikhtisar ec2 dedicated instance & host layanan container ec2 image builder amazon cognito aws step functions hands-on lab: membangun arsitektur yang highly available (sangat tersedia) - membuat load balancer aws global infrastructure pengantar ke automasi ujian akhir multi-region high availability dan dns hands-on lab: hosting website statis pengantar ke arsitektur microservices dan serverless knowledge check : membangun decoupled architecture pengenalan aws aws opsworks hands-on lab: deploy aplikasi web di aws praktik terbaik untuk mempersiapkan disaster recovery virtual private gateway versioning di amazon s3 arsitektur aws cloud: web hosting vpc flow logs forum diskusi hands-on lab: implementasi arsitektur serverless dengan aws managed services - membuat sns topic dan lambda function 2 pertimbangan dalam mendesain database elastisitas arsitektur berskala besar hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - menghapus stack amazon virtual private cloud (vpc) pengantar ke caching pertimbangan arsitektural menjadi serverless amazon ebs aws account organization hands-on lab: membangun arsitektur yang high available (sangat tersedia) - meluncurkan auto scaling automasi infrastruktur knowledge check : pendahuluan knowledge check : jaringan di aws - bagian 2 : aws vpn, aws direct connect, vpc peering, aws transit gateway, load balancing, dan amazon route 53 simulasi ujian aws certified solution architect - associate pengantar ke aws identity and access management (iam) amazon ecs knowledge check : menambahkan lapisan database aws well-architected framework hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - deploy vpc hands-on lab: deploy aplikasi web di aws - membuat vpc aws direct connect (dx) memindahkan data ke amazon s3 knowledge check : caching pengantar ke jaringan di aws pengantar ke membangun decoupled architecture auto scaling (penyesuaian kapasitas secara otomatis) glosarium hands-on lab: implementasi arsitektur serverless dengan aws managed services - uji coba database relasional dan nonrelasional pemantauan hands-on lab: membangun arsitektur yang high available (sangat tersedia) - pengujian knowledge check : automasi subnets caching di aws knowledge check : menambahkan lapisan komputasi aws cloudformation amazon efs pengantar ke rto/rpo dan backup recovery setup hands-on lab: deploy aplikasi web di aws - membuat db instance automasi deployment amazon s3 analytics dan insights knowledge check : aws identity and access management (iam) pengantar ke menambahkan lapisan komputasi knowledge check : pengoptimalan dan ringkasan iam users dan groups aws fargate jenis-jenis amazon vpc lima pilar aws well-architected framework hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - deploy aplikasi web dan infrastruktur pengantar ke pengoptimalan dan ringkasan menghubungkan vpc perbandingan amazon s3 dan glacier manfaatkan model penetapan harga di amazon ec2 menghubungkan jaringan decoupling arsitektur anda dengan amazon sqs scaling database (penyesuaian kapasitas pada database) daftar referensi knowledge check : arsitektur microservices dan serverless layanan database aws aws cost explorer knowledge check : rto/rpo dan backup recovery setup pengantar ke arsitektur tersederhana tinjauan caching gateways caching web tier amazon cloudwatch hands-on lab: implementasi arsitektur serverless dengan aws managed services amazon fsx pengantar ke elastisitas, ketersediaan tinggi, dan pemantauan perencanaan disaster recovery hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - menguji aplikasi web hands-on lab: deploy aplikasi web di aws - membuat ec2 instance opsi automasi yang lebih mudah knowledge check : arsitektur tersederhana alasan melakukan automasi amazon ec2 amazon s3 glacier policy dan permission aws lambda hands-on lab: membuat virtual private cloud - membuat vpc a aws well-architected tools hal-hal yang perlu dipikirkan aws transit gateway memilih aws regions untuk arsitektur anda mengubah arsitektur menjadi lebih tangguh load balancing (penyeimbang beban) decoupling arsitektur anda dengan amazon sns knowledge check : elastisitas, ketersediaan tinggi, dan pemantauan pengantar kelas aws quick starts opsi database di aws hands-on lab: membangun arsitektur yang highly available (sangat tersedia) hands-on lab: membuat virtual private cloud - membuat vpc b, meluncurkan ec2 instance, dan membangun vpc peering pengenalan amazon s3 web caching keamanan jaringan database caching cara amazon cloudwatch merespons persetujuan hak cipta hands-on lab: implementasi arsitektur serverless dengan aws managed services - membuat iam role layanan aws untuk disaster recovery hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation - mengulas cloudformation template hands-on lab: automasi proses deploy infrastruktur dengan aws cloudformation jenis harga ec2 instance arsitektur microservices amazon machine images rangkuman kelas federated identity management (manajemen identitas gabungan) amazon api gateway hands-on lab: membuat virtual private cloud - meluncurkan ec2 instance di vpc a aws well-architected labs ubah arsitektur tightly coupled menjadi loosely coupled vpc endpoints hands-on lab: membuat akun aws praktik terbaik untuk membuat sistem di aws high availability (ketersediaan tinggi) amazon mq pengantar ke architecting on aws aws systems manager aws database migration service"
Belajar Analisis Data dengan Python,26,['Data Scientist'],Pemula,"['Measuring Asymmetric', 'Rangkuman Data Visualization', 'Persetujuan Hak Cipta', 'Latihan Data Wrangling', 'Prinsip-Prinsip dalam Visualisasi Data', 'Daftar Referensi', 'Ujian Akhir', 'Rangkuman Dasar-Dasar Analisis Data', 'Data Credibility', 'Basic Layouts dalam Streamlit', 'Pengenalan Analisis Data', 'Mengelompokkan Data', 'Data Relationship', 'Kuis Data Visualization', 'Prasyarat Kemampuan', 'Rangkuman Data Wrangling', 'Univariate Visualization', 'Pengenalan Data Wrangling', 'Proyek Analisis Data', 'Kuis Dasar-Dasar Analisis Data', 'Privasi dan Etika dalam Pengolahan Data', 'Latihan Membuat Dashboard Sederhana dengan Streamlit', 'Pentingnya Data dalam Dunia Bisnis', 'Latihan Exploratory Data Analysis', 'Rangkuman Penerapan Dasar-Dasar Descriptive Statistics', 'Pengenalan Dashboard', 'Prasyarat Tools', 'Kuis Data Wrangling', 'Pengantar Penerapan Dasar-Dasar Descriptive Statistics', 'Bivariate dan Multivariate Visualization', 'Gathering Data', 'Keamanan Data', 'Rangkuman Pengembangan Dashboard', 'Mengenal Siklus Analisis Data', 'Rangkuman Exploratory Data Analysis', 'Kuis Penerapan Dasar-Dasar Descriptive Statistics', 'Pengenalan Streamlit', 'Mekanisme Belajar', 'Pengenalan Exploratory Data Analysis', 'Measuring Central Tendency', 'Explanatory Analysis', 'Assessing Data', 'Kuis Exploratory Data Analysis', 'Rangkuman Pertimbangan dalam Pengolahan Data', 'Kuis Pengembangan Dashboard', 'Pengenalan Tool Pengolahan Data', 'Pengantar Pertimbangan dalam Pengolahan Data', 'Basic Element dalam Streamlit', 'Forum Diskusi', 'Mendefinisikan Pertanyaan Untuk Explorasi Data', 'Measuring Dispersion', 'Latihan Membuat Visualisasi Data', 'Cleaning Data', 'Pengenalan Data Visualization', 'Kuis Pertimbangan dalam Pengolahan Data', 'Rangkuman Kelas', 'Pengenalan Tool Visualisasi Data', 'Bias dalam Data', 'Basic Widgets dalam Streamlit', 'Glossarium', 'Mengeksplorasi Parameter Statistik dari Data']",70,belajar analisis data dengan python data scientist pemula measuring asymmetric rangkuman data visualization persetujuan hak cipta latihan data wrangling prinsip-prinsip dalam visualisasi data daftar referensi ujian akhir rangkuman dasar-dasar analisis data data credibility basic layouts dalam streamlit pengenalan analisis data mengelompokkan data data relationship kuis data visualization prasyarat kemampuan rangkuman data wrangling univariate visualization pengenalan data wrangling proyek analisis data kuis dasar-dasar analisis data privasi dan etika dalam pengolahan data latihan membuat dashboard sederhana dengan streamlit pentingnya data dalam dunia bisnis latihan exploratory data analysis rangkuman penerapan dasar-dasar descriptive statistics pengenalan dashboard prasyarat tools kuis data wrangling pengantar penerapan dasar-dasar descriptive statistics bivariate dan multivariate visualization gathering data keamanan data rangkuman pengembangan dashboard mengenal siklus analisis data rangkuman exploratory data analysis kuis penerapan dasar-dasar descriptive statistics pengenalan streamlit mekanisme belajar pengenalan exploratory data analysis measuring central tendency explanatory analysis assessing data kuis exploratory data analysis rangkuman pertimbangan dalam pengolahan data kuis pengembangan dashboard pengenalan tool pengolahan data pengantar pertimbangan dalam pengolahan data basic element dalam streamlit forum diskusi mendefinisikan pertanyaan untuk explorasi data measuring dispersion latihan membuat visualisasi data cleaning data pengenalan data visualization kuis pertimbangan dalam pengolahan data rangkuman kelas pengenalan tool visualisasi data bias dalam data basic widgets dalam streamlit glossarium mengeksplorasi parameter statistik dari data
Belajar Back-End Pemula dengan JavaScript,14,['Back-End Developer JavaScript'],Pemula,"['Latihan: Memasang GitHub CLI', 'Membuat HTTP Server', 'Latihan: Mengoperasikan EC2 Instance Melalui SSH', 'Rangkuman Mengonsumsi dan Menguji RESTful API Menggunakan Postman', 'Tools Belajar Dasar-Dasar Node.js untuk Back-End', 'Membangun RESTful API menggunakan Hapi', 'Latihan: Menambahkan Catatan Baru', 'Forum Diskusi', 'Rangkuman Membangun Web Service Menggunakan Node.js', 'Latihan: Menambahkan Skenario Getting All Notes', 'HTTP Verbs dan Response Code', 'Penggunaan LLM di Back-End', 'Method/Verb Request dan Routing', 'Rangkuman Deploy Web Services', 'Kuis Membangun Web Service Menggunakan Node.js', 'Writeable Stream', 'Postman Collection', 'Web Server dan Web Service', 'Menjalankan Model Sebagai Layanan Terpisah', 'Response Body', 'Latihan: Menghubungkan Local Repository dengan Remote Repository', 'Prasyarat Kemampuan', 'Modularization', 'Latihan: Menyimpan Catatan', 'Glosarium', 'Latihan: Membuat Security Groups di EC2 Instance', 'Method/Verb Request', 'Mengunggah Proyek Web Server ke Github', 'Submission Bookshelf API', 'Apa itu Node.js', 'Latihan: Menyiapkan Proyek', 'Latihan: Mendapatkan Seluruh Catatan yang Disimpan', 'Pendahuluan Deploy Web Services', 'Latihan: Menambahkan Skenario Getting Specified Note', 'URL Design', 'Latihan: Menggunakan LLM di Back-End', 'Path Parameter', 'Pendahuluan Mengonsumsi dan Menguji RESTful API menggunakan Postman', 'Kuis Deploy Web Services', 'Rangkuman Dasar-Dasar Node.js untuk Back-End', 'Postman Environment', 'Komunikasi Client-Server', 'Latihan: Menjalankan Model Sebagai Layanan Terpisah', 'Web Framework', 'Latihan: Mengonfigurasi Kebutuhan pada EC2 Instances', 'Rangkuman Kelas', 'Node Package Manager', 'Latihan: Same-Origin Policy', 'Daftar Referensi', 'Pengantar AI di Balik Layar: Integrasi AI di Back-End', 'Body Request', 'Latihan: Memasang Git pada Komputer', 'Identity and Access Management (IAM)', 'Latihan: Membuat Proyek Node.js', 'Latihan: Menggunakan ESLint', 'Latihan: Mendapatkan Catatan Secara Spesifik', 'Referensi', 'Amazon Elastic Compute Cloud', 'Latihan: Menambahkan Skenario Update Note', 'Rangkuman Pengenalan Back-End', 'Rangkuman AI di Balik Layar: Integrasi AI di Back-End', 'Query Parameters', 'Postman', 'Kuis Mengonsumsi dan Menguji RESTful API menggunakan Postman', 'Skenario Pengujian Otomatis', 'Latihan: Membuat Permintaan HTTP (HTTP Request)', 'Latihan: Membuat dan Menyimpan Images ke ECR', 'Web Framework di Node.js', 'Latihan: Memasang Node.js dan Menjalankan Web Server di EC2 Instance', 'Ujian Akhir', 'Events', 'Latihan: Menampilkan Catatan', 'Pendahuluan Kelas Back-End', 'Pengantar AI di Back-End', 'Routing Request', 'Latihan: Menginisialisasi Local Repository pada Proyek Web Server', 'Latihan: Membuat Akun IAM User', 'Latihan: Menjalankan JavaScript Menggunakan Node.js', 'Kriteria Proyek', 'Latihan: Mengubah Catatan di Postman', 'Pendahuluan Membangun Web Service menggunakan Node.js', 'Latihan: Membuat Akun AWS', 'Latihan: Menambahkan Skenario Delete Note', 'Kuis AI di Balik Layar: Integrasi AI di Back-End', 'Body/Payload Request', 'Latihan: Memasang Postman', 'Persetujuan Hak Cipta', '(Opsional) Mengonsumsi dan Menggabungkan Data di Node.js', 'Latihan: Mengubah Catatan', 'Membuat Collection dan Environment', 'REST Web Service', 'Latihan: Memasang dan autentikasi AWS Command Line Interface', 'Membangun Web Server menggunakan Hapi', 'Latihan: Memperbaiki Bugs', 'Kuis Pengenalan ke Back-End', 'Filesystem', 'Apa itu Back-End', 'Penggunaan Model AI di Back-End', 'Response Status', 'Latihan: Mendaftar Akun Github untuk Mengunggah Local Repository', 'Menjalankan Postman Collection secara Terprogram dengan Newman', 'Node.js Global Object', 'Struktur Proyek', 'Latihan: Menghapus Catatan di Postman', 'Latihan: Membangun Web Server secara Native', 'Latihan: Membuat dan Menjalankan Amazon EC2 Instance', 'Menjalankan Seluruh Permintaan pada Collection', 'Pendahuluan Dasar-Dasar Node.js untuk Back-End', 'Response Toolkit', 'Komponen UI Postman', 'Mekanisme Belajar', '(Optional) Latihan: Mengonsumsi dan Menggabungkan Data di Node.js', 'Latihan: Menghapus Catatan', 'Latihan: Menambahkan Skenario Adding Notes', 'Format Request dan Response', 'Latihan: Push Docker Images ke AWS ECR', 'Process Manager', 'Kuis Dasar-Dasar Node.js', 'Readable Stream', 'Pengujian Otomatis menggunakan Postman', 'Server', 'Latihan: Membangun RESTful API untuk Inference Model Lokal', 'Response Header', 'Latihan: Membuat Remote Repository', 'Prasyarat Tools', 'Process Object', 'Latihan: Membuat HTTP Server']",50,belajar back-end pemula dengan javascript back-end developer javascript pemula latihan: memasang github cli membuat http server latihan: mengoperasikan ec2 instance melalui ssh rangkuman mengonsumsi dan menguji restful api menggunakan postman tools belajar dasar-dasar node.js untuk back-end membangun restful api menggunakan hapi latihan: menambahkan catatan baru forum diskusi rangkuman membangun web service menggunakan node.js latihan: menambahkan skenario getting all notes http verbs dan response code penggunaan llm di back-end method/verb request dan routing rangkuman deploy web services kuis membangun web service menggunakan node.js writeable stream postman collection web server dan web service menjalankan model sebagai layanan terpisah response body latihan: menghubungkan local repository dengan remote repository prasyarat kemampuan modularization latihan: menyimpan catatan glosarium latihan: membuat security groups di ec2 instance method/verb request mengunggah proyek web server ke github submission bookshelf api apa itu node.js latihan: menyiapkan proyek latihan: mendapatkan seluruh catatan yang disimpan pendahuluan deploy web services latihan: menambahkan skenario getting specified note url design latihan: menggunakan llm di back-end path parameter pendahuluan mengonsumsi dan menguji restful api menggunakan postman kuis deploy web services rangkuman dasar-dasar node.js untuk back-end postman environment komunikasi client-server latihan: menjalankan model sebagai layanan terpisah web framework latihan: mengonfigurasi kebutuhan pada ec2 instances rangkuman kelas node package manager latihan: same-origin policy daftar referensi pengantar ai di balik layar: integrasi ai di back-end body request latihan: memasang git pada komputer identity and access management (iam) latihan: membuat proyek node.js latihan: menggunakan eslint latihan: mendapatkan catatan secara spesifik referensi amazon elastic compute cloud latihan: menambahkan skenario update note rangkuman pengenalan back-end rangkuman ai di balik layar: integrasi ai di back-end query parameters postman kuis mengonsumsi dan menguji restful api menggunakan postman skenario pengujian otomatis latihan: membuat permintaan http (http request) latihan: membuat dan menyimpan images ke ecr web framework di node.js latihan: memasang node.js dan menjalankan web server di ec2 instance ujian akhir events latihan: menampilkan catatan pendahuluan kelas back-end pengantar ai di back-end routing request latihan: menginisialisasi local repository pada proyek web server latihan: membuat akun iam user latihan: menjalankan javascript menggunakan node.js kriteria proyek latihan: mengubah catatan di postman pendahuluan membangun web service menggunakan node.js latihan: membuat akun aws latihan: menambahkan skenario delete note kuis ai di balik layar: integrasi ai di back-end body/payload request latihan: memasang postman persetujuan hak cipta (opsional) mengonsumsi dan menggabungkan data di node.js latihan: mengubah catatan membuat collection dan environment rest web service latihan: memasang dan autentikasi aws command line interface membangun web server menggunakan hapi latihan: memperbaiki bugs kuis pengenalan ke back-end filesystem apa itu back-end penggunaan model ai di back-end response status latihan: mendaftar akun github untuk mengunggah local repository menjalankan postman collection secara terprogram dengan newman node.js global object struktur proyek latihan: menghapus catatan di postman latihan: membangun web server secara native latihan: membuat dan menjalankan amazon ec2 instance menjalankan seluruh permintaan pada collection pendahuluan dasar-dasar node.js untuk back-end response toolkit komponen ui postman mekanisme belajar (optional) latihan: mengonsumsi dan menggabungkan data di node.js latihan: menghapus catatan latihan: menambahkan skenario adding notes format request dan response latihan: push docker images ke aws ecr process manager kuis dasar-dasar node.js readable stream pengujian otomatis menggunakan postman server latihan: membangun restful api untuk inference model lokal response header latihan: membuat remote repository prasyarat tools process object latihan: membuat http server
